CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location 1
2018001557.0,01/16/2018,930,TUE,UPLAND RD,.25 Miles From,4.0,428.0,2,"1000 SMOKE TREE LA
VIRGINIA BEACH, VA
(36.804497, -76.093833)"
2018001283.0,01/13/2018,2136,SAT,BRIDLE CREEK BLV,Yes,4.0,425.0,2,"PLEASANT VALLEY RD
VIRGINIA BEACH, VA
"
2016031973.0,08/03/2016,648,WED,GENERAL BOOTH BL,Yes,1.0,122.0,2,"2205 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.760191, -76.018543)"
2016035100.0,08/23/2016,1700,TUE,EDWIN DR,Yes,4.0,426.0,2,"4771 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.815696, -76.145413)"
2016024732.0,06/18/2016,2200,SAT,25TH ST,Yes,2.0,227.0,2,"2500 ARCTIC AV
VIRGINIA BEACH, VA
(36.853437, -75.979728)"
2018001432.0,01/15/2018,826,MON,WEST NECK RD,1.00 Miles From,1.0,121.0,1,"2317 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.720396, -76.040869)"
2016029881.0,07/20/2016,2130,WED,398 GREEN MEADOWS DR,Yes,4.0,426.0,2,"1498 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.818237, -76.12679)"
2018001382.0,01/14/2018,1840,SUN,ROSEMONT RD S,Yes,4.0,428.0,2,"3801 HOLLAND RD
VIRGINIA BEACH, VA
(36.815394, -76.105839)"
2016029040.0,07/15/2016,1042,FRI,GENERAL BOOTH BL,Yes,1.0,123.0,2,"1100 DAM NECK RD
VIRGINIA BEACH, VA
(36.786199, -75.999591)"
2016032317.0,08/05/2016,1259,FRI,DAM NECK RD,Yes,2.0,228.0,2,"2340 HARPERS RD
VIRGINIA BEACH, VA
(36.783909, -76.039424)"
2018001388.0,01/14/2018,1952,SUN,ROSEMONT RD S,Yes,4.0,428.0,2,"3665 HOLLAND RD
VIRGINIA BEACH, VA
(36.81378, -76.100109)"
2018001378.0,01/14/2018,1755,SUN,GOVERNERS WY,Yes,4.0,427.0,3,"3800 HOLLAND RD
VIRGINIA BEACH, VA
(36.815511, -76.105823)"
2016029725.0,07/19/2016,1935,TUE,CULLEN RD,Yes,3.0,329.0,2,"1498 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.889693, -76.13789)"
2016024950.0,06/20/2016,1240,MON,NORTHAMPTON BL,Yes,3.0,329.0,0,"4600 SHORE DR
VIRGINIA BEACH, VA
(36.903773, -76.130339)"
2016028979.0,07/14/2016,2120,THU,SILVERLEAF DR,Yes,4.0,426.0,2,"1300 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.823099, -76.127194)"
2018001362.0,01/14/2018,1512,SUN,NORFOLK AV,Yes,2.0,227.0,2,"949 MEDITERRANEAN AV
VIRGINIA BEACH, VA
(36.837047, -75.979185)"
2018001376.0,01/14/2018,1745,SUN,EDISON RD,Yes,1.0,123.0,2,"1798 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.779138, -76.002692)"
2016034666.0,08/20/2016,2029,SAT,UPTON DR,Yes,1.0,122.0,2,"1101 NIMMO PW
VIRGINIA BEACH, VA
(36.761139, -76.005713)"
2016027685.0,07/06/2016,935,WED,PORTERS ISLAND RD,Yes,1.0,122.0,2,"3299 SANDPIPER RD
VIRGINIA BEACH, VA
(36.713311, -75.933213)"
2016026677.0,06/30/2016,1403,THU,UPTON DR,Yes,1.0,122.0,2,"1101 NIMMO PW
VIRGINIA BEACH, VA
(36.761139, -76.005713)"
2018001732.0,01/17/2018,1655,WED,700 N GREAT NECK RD,Yes,2.0,222.0,0,"2200 WOLFSNARE RD
VIRGINIA BEACH, VA
(36.854957, -76.042843)"
2018001747.0,01/17/2018,1810,WED,VIRGINIA BEACH BLVD,150 Feet From,2.0,222.0,0,"100 PARKER LANE
VIRGINIA BEACH, VA
(36.840457, -76.055233)"
2016030661.0,07/25/2016,1147,MON,FIRST COURT RD,Yes,3.0,329.0,2,"1799 PLEASURE HOUSE RD
VIRGINIA BEACH, VA
(36.897746, -76.138143)"
2018001763.0,01/17/2018,1912,WED,2400 SHOREHAVEN DR,Yes,2.0,221.0,2,"1604 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.88638, -76.048898)"
2016035511.0,08/26/2016,900,FRI,NORTHRIDGE DR,Yes,3.0,325.0,0,"5197 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.847396, -76.161001)"
2018001723.0,01/17/2018,1600,WED,1100 BIRDNECK RD S,10 Feet From,2.0,228.0,2,"900 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.81088, -75.989687)"
2018001038.0,01/12/2018,236,FRI,MARGARET DR,500 Feet From,1.0,125.0,1,"4000 ELBOW RD
VIRGINIA BEACH, VA
(36.768186, -76.123954)"
2016030263.0,07/22/2016,2355,FRI,4601 ROSECROFT ST,Yes,4.0,426.0,2,"828 TIMBERLAKE DR
VIRGINIA BEACH, VA
(36.809747, -76.141843)"
2018001146.0,01/12/2018,1744,FRI,BRIDLEPATH LA,.25 Miles From,1.0,121.0,1,"3900 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.75179, -76.126788)"
2018000678.0,01/09/2018,537,TUE,CENTRAL DR,300 Feet From,1.0,127.0,2,"2600 INTERNATIONAL PW
VIRGINIA BEACH, VA
(36.81345, -76.056882)"
2016030382.0,07/23/2016,1750,SAT,PARKWAY MARKET,Yes,4.0,425.0,2,"5000 FERRELL PW
VIRGINIA BEACH, VA
(36.795457, -76.165328)"
2018001196.0,01/13/2018,453,SAT,MILL LANDING RD,02.00 Miles From,1.0,120.0,1,"1069 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.652951, -76.031384)"
2018001299.0,01/14/2018,112,SUN,3200 DUNNBURY CT,Yes,1.0,126.0,2,"1100 WARWICK DR
VIRGINIA BEACH, VA
(36.798502, -76.082441)"
2016031218.0,07/29/2016,709,FRI,FERN RIDGE RD,Yes,1.0,127.0,2,"1079 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.805164, -76.081257)"
2018001483.0,01/15/2018,1555,MON,DAM NECK RD,00.50 Miles From,1.0,123.0,2,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2018001170.0,01/12/2018,2130,FRI,FERN RIDGE RD,50 Feet From,1.0,127.0,1,"1092 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.804697, -76.081851)"
2016034648.0,08/20/2016,1848,SAT,GATE TREE CT,01.00 Miles From,1.0,123.0,1,"1409 HARPERS RD
VIRGINIA BEACH, VA
(36.799575, -76.008137)"
2016029473.0,07/18/2016,745,MON,21ST ST,Yes,2.0,227.0,1,"501 BALTIC AV
VIRGINIA BEACH, VA
(36.833386, -75.976252)"
2016036056.0,08/29/2016,1555,MON,1698 LYNNHAVEN PW,Yes,4.0,424.0,2,"1998 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.795062, -76.108377)"
2018001267.0,01/13/2018,1837,SAT,SILINA DR,Yes,1.0,129.0,2,"LYNNHAVEN RD S
VIRGINIA BEACH, VA
"
2018001273.0,01/13/2018,1910,SAT,DAM NECK RD,Yes,1.0,128.0,2,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2016035180.0,08/24/2016,859,WED,ROSEMONT RD N,Yes,3.0,321.0,2,"3663 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.8403, -76.097852)"
2018000777.0,01/09/2018,2329,TUE,NEWSTEAD DR,Yes,1.0,122.0,1,"2324 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.755248, -76.037459)"
2016031755.0,08/01/2016,1607,MON,HARTSDALE RD,Yes,4.0,422.0,4,"5023 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.824823, -76.15593)"
2016029819.0,07/20/2016,1310,WED,PROVIDENCE RD,Yes,4.0,426.0,2,"900 TIMBERLAKE DR
VIRGINIA BEACH, VA
(36.809604, -76.142188)"
2016037393.0,09/07/2016,2230,WED,DAM NECK RD,Yes,1.0,123.0,2,"1599 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.78619, -75.999365)"
2016031115.0,07/28/2016,1320,THU,ODESSA DR,Yes,3.0,331.0,2,"1699 KING WILLIAM RD
VIRGINIA BEACH, VA
(36.89864, -76.176277)"
2016036441.0,09/01/2016,1049,THU,STOCKTON DR,Yes,4.0,425.0,2,"5036 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.787793, -76.162666)"
2016032273.0,08/05/2016,200,FRI,EDGEHILL AV,Yes,1.0,122.0,1,"2523 ELSON GREEN AV
VIRGINIA BEACH, VA
(36.754806, -76.004281)"
2016033983.0,08/16/2016,1418,TUE,SHIPPS CORNER RD,Yes,1.0,124.0,1,"3198 HOLLAND RD
VIRGINIA BEACH, VA
(36.792071, -76.080564)"
2016035749.0,08/27/2016,1601,SAT,BRATTEN AV,Yes,2.0,222.0,2,"2000 LASKIN RD
VIRGINIA BEACH, VA
(36.846835, -76.036026)"
2018001546.0,01/16/2018,900,TUE,1100 DAM NECK RD,500 Feet From,1.0,123.0,1,"1615 GENERAL BOOTH BLVD
VIRGINIA BEACH, VA
(36.784383, -76.000355)"
2016032207.0,08/04/2016,1655,THU,PLEASANT RIDGE RD,Yes,1.0,121.0,3,"1499 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.69412, -76.023998)"
2016031876.0,08/02/2016,1334,TUE,TOWN CENTER DR,Yes,3.0,324.0,2,"4531 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843376, -76.132082)"
2016029085.0,07/15/2016,1645,FRI,PLEASURE HOUSE RD,Yes,3.0,329.0,2,"1699 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.894736, -76.143531)"
2016030531.0,07/24/2016,1655,SUN,1001 EAGLEWOOD DR,Yes,1.0,123.0,2,"1398 OCEANA BL
VIRGINIA BEACH, VA
(36.794425, -75.99812)"
2018001722.0,01/17/2018,1601,WED,4900 PLEASANT VALLEY RD,Yes,4.0,425.0,2,"1100 INDIAN LAKES BL
VIRGINIA BEACH, VA
(36.80372, -76.157108)"
2016031342.0,07/29/2016,2130,FRI,600 NEWTOWN RD,Yes,3.0,326.0,2,"600 BAKER RD
VIRGINIA BEACH, VA
(36.859519, -76.17524)"
2016034942.0,08/22/2016,1710,MON,PROVIDENCE RD,Yes,4.0,420.0,2,"1000 MILITARY HY S
VIRGINIA BEACH, VA
(36.810773, -76.218157)"
2016036227.0,08/30/2016,1749,TUE,INDIAN RIVER RD,Yes,4.0,422.0,2,"1300 CENTER LANE
VIRGINIA BEACH, VA
(36.798754, -76.177271)"
2018001553.0,01/16/2018,920,TUE,GREAT NECK RD N,Yes,2.0,222.0,2,"2300 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.841723, -76.048518)"
2018001583.0,01/16/2018,1240,TUE,PHILLIP AV,.20 Miles From,2.0,222.0,2,"2136 LASKIN RD
VIRGINIA BEACH, VA
(36.843888, -76.042099)"
2016030537.0,07/24/2016,1700,SUN,SEA SCAPE RD,Yes,1.0,122.0,2,"3600 SANDPIPER RD
VIRGINIA BEACH, VA
(36.70211, -75.928694)"
2018001590.0,01/16/2018,1410,TUE,LAKESIDE DR N,Yes,2.0,221.0,2,"1300 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.874556, -76.039505)"
2018001684.0,01/17/2018,1125,WED,DONNA DR,Yes,2.0,223.0,2,"600 NEVAN RD
VIRGINIA BEACH, VA
(36.849161, -76.019935)"
2016036698.0,09/02/2016,2246,FRI,FIRST COLONIAL RD,Yes,2.0,223.0,2,"1684 LASKIN RD
VIRGINIA BEACH, VA
(36.851028, -76.02173)"
2018001663.0,01/17/2018,650,WED,PRINCESS ANNE RD,150 Feet From,4.0,426.0,2,"4876 BAXTER RD
VIRGINIA BEACH, VA
(36.823228, -76.150267)"
2016030201.0,07/22/2016,1853,FRI,FOREST GLEN RD,Yes,4.0,427.0,2,"653 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.818409, -76.097889)"
2018001566.0,01/16/2018,1001,TUE,DRAKESMILE RD,.50 Miles From,1.0,124.0,2,"2744 DAM NECK RD
VIRGINIA BEACH, VA
(36.787733, -76.066745)"
2018001659.0,01/17/2018,630,WED,CONCERT DRIVE,200 Feet From,1.0,125.0,2,"3500 PRINCESS ANNE ROAD
VIRGINIA BEACH, VA
(36.778255, -76.095174)"
2016035390.0,08/25/2016,1225,THU,JERICHO RD,Yes,3.0,323.0,0,"626 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.855236, -76.134736)"
2016035808.0,08/27/2016,2245,SAT,CARIBBEAN AV,Yes,2.0,225.0,2,"799 NORFOLK AV
VIRGINIA BEACH, VA
(36.837704, -75.983271)"
2016034140.0,08/17/2016,1556,WED,4601 JEANNE ST,Yes,3.0,323.0,2,"401 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.84801, -76.136841)"
2016035099.0,08/23/2016,1731,TUE,CLEVELAND ST,Yes,3.0,324.0,3,"199 SOUTHGATE AV
VIRGINIA BEACH, VA
(36.842046, -76.154176)"
2016030802.0,07/26/2016,1230,TUE,11TH ST,Yes,2.0,227.0,2,"1100 PACIFIC AV
VIRGINIA BEACH, VA
(36.839706, -75.974028)"
2018001687.0,01/17/2018,1125,WED,OLD DONATION DR,50 Feet From,2.0,223.0,3,"1000 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.820653, -75.996)"
2016020412.0,05/23/2016,1415,MON,SHOREHAVEN DR,Yes,2.0,221.0,1,"1605 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.886285, -76.049047)"
2016030530.0,07/24/2016,1630,SUN,BURTON STATION RD,Yes,3.0,331.0,2,"5833 NORTHAMPTON BL
VIRGINIA BEACH, VA
(36.881049, -76.186775)"
2018000246.0,01/03/2018,700,WED,TUSCANY DR,Yes,1.0,124.0,2,"2205 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.760255, -76.019152)"
2016032202.0,08/04/2016,1626,THU,JARVIS RD,Yes,1.0,121.0,2,"1392 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.682669, -76.022943)"
2018001662.0,01/17/2018,700,WED,PRINCESS ANNE ROAD,300 Feet From,1.0,125.0,3,"NIMMO PW
VIRGINIA BEACH, VA
"
2018001752.0,01/17/2018,1801,WED,BROCKMAN AVE,100 Feet From,4.0,420.0,2,"400 MILITARY HWY S
VIRGINIA BEACH, VA
(36.829309, -76.210407)"
2016031713.0,08/01/2016,1210,MON,EDWIN DR,Yes,4.0,427.0,2,"400 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.828632, -76.134522)"
2016030979.0,07/27/2016,1620,WED,2300 DAM NECK RD,Yes,1.0,124.0,2,"1700 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.788071, -76.055659)"
2018001773.0,01/17/2018,2119,WED,VETERINARY WY,Yes,1.0,122.0,2,"2203 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.760261, -76.01914)"
2016026593.0,06/30/2016,49,THU,NIMMO PW,Yes,1.0,124.0,2,"2372 HOLLAND RD
VIRGINIA BEACH, VA
(36.760366, -76.054283)"
2018001769.0,01/17/2018,1948,WED,PRINCESS ANNE RD,Yes,4.0,425.0,2,"2000 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.793076, -76.119071)"
2016031417.0,07/30/2016,917,SAT,PACIFIC AV,Yes,2.0,227.0,2,"299 17TH ST
VIRGINIA BEACH, VA
(36.845117, -75.975518)"
2018001736.0,01/17/2018,1743,WED,CENTRAL DR,Yes,1.0,127.0,1,"2649 INTERNATIONAL PW
VIRGINIA BEACH, VA
(36.815265, -76.058612)"
2016036503.0,09/01/2016,1730,THU,PLAZA TL S,Yes,4.0,426.0,2,"4478 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.803002, -76.132269)"
2016035529.0,08/26/2016,1135,FRI,EAGLEWOOD DR,Yes,2.0,227.0,2,"1300 OCEANFRONT NO
VIRGINIA BEACH, VA
(36.841614, -75.97323)"
2018001754.0,01/17/2018,1710,WED,PLEASANT VALLEY RD,75 Feet From,4.0,425.0,2,"4800 FERRELL PW
VIRGINIA BEACH, VA
(36.79691, -76.146099)"
2016035752.0,08/28/2016,1700,SUN,NIMMO PW,Yes,1.0,125.0,2,"2501 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.754592, -76.058612)"
2016029816.0,07/20/2016,1225,WED,LAKE SHORES RD,Yes,3.0,331.0,2,"5299 SHORE DR
VIRGINIA BEACH, VA
(36.906864, -76.16193)"
2016031718.0,08/01/2016,1312,MON,SILVERLEAF DR,Yes,4.0,426.0,2,"4300 HOLLAND RD
VIRGINIA BEACH, VA
(36.819819, -76.120704)"
2018000928.0,01/11/2018,950,THU,6099 PROVIDENCE RD,Yes,4.0,420.0,2,"6099 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.812476, -76.205781)"
2016034889.0,08/22/2016,1133,MON,YORK LA,Yes,2.0,226.0,2,"899 BAY COLONY DR
VIRGINIA BEACH, VA
(36.874566, -75.998332)"
2016024363.0,06/16/2016,1857,THU,KENLEY RD,Yes,4.0,423.0,2,"4799 BAXTER RD
VIRGINIA BEACH, VA
(36.826438, -76.144913)"
2018001734.0,01/17/2018,1645,WED,GRAVENHURST DR,Yes,4.0,425.0,2,"2438 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.78593, -76.153712)"
2016029763.0,07/20/2016,12,WED,4700 BLK SULLIVAN BOULEVARD,Yes,2.0,221.0,0,"4700 BLK PEMBROKE BOULEVARD
VIRGINIA BEACH, VA
(36.861749, -76.13611)"
2018001744.0,01/17/2018,1637,WED,NEWTOWN RD,200 Feet From,4.0,423.0,2,"5700 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.840239, -76.183091)"
2018001778.0,01/17/2018,2230,WED,CENTRAL PARK AV,Yes,3.0,323.0,2,"4500 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843585, -76.131499)"
2018001759.0,01/17/2018,1845,WED,MILLER STORE RD,Yes,3.0,331.0,2,"BURTON STATION RD
VIRGINIA BEACH, VA
"
2018001817.0,01/18/2018,925,THU,6401 PROVIDENCE RD,50 Feet From,4.0,420.0,3,"1000 COLLEGE PARK BLV
VIRGINIA BEACH, VA
(36.809845, -76.213133)"
2018001403.0,01/14/2018,2222,SUN,CLOVER ST,Yes,3.0,323.0,1,"652 ARAGONA BL
VIRGINIA BEACH, VA
(36.855165, -76.144618)"
2018001728.0,01/17/2018,1652,WED,TOURNAMENT DR,00.25 Miles From,1.0,124.0,1,"2798 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.761563, -76.069036)"
2018001296.0,01/13/2018,2347,SAT,CAMPUS DR,Yes,3.0,326.0,1,"BAKER RD
VIRGINIA BEACH, VA
"
2016030298.0,07/23/2016,651,SAT,301 LYNN SHORES DR,Yes,3.0,322.0,0,"3900 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.840441, -76.110011)"
2018001738.0,01/17/2018,1728,WED,NIMITZ DR,500 Feet From,1.0,123.0,1,"1699 HARPERS RD
VIRGINIA BEACH, VA
(36.794369, -76.025068)"
2016024555.0,06/17/2016,2109,FRI,1200 KEMPSVILLE RD,Yes,4.0,422.0,1,"1098 WHITEHURST LANDING RD
VIRGINIA BEACH, VA
(36.804184, -76.173501)"
2018001758.0,01/17/2018,1903,WED,MONET DR,Yes,1.0,128.0,2,"DAM NECK RD
VIRGINIA BEACH, VA
"
2016030712.0,07/25/2016,1650,MON,WITCHDUCK RD S,Yes,4.0,423.0,2,"5100 GREENWICH RD
VIRGINIA BEACH, VA
(36.83652, -76.160053)"
2016024940.0,06/20/2016,1057,MON,MILL CREEK DR,00.10 Miles From,1.0,125.0,3,"3999 MORNING VIEW DR
VIRGINIA BEACH, VA
(36.7747, -76.118443)"
2018001743.0,01/17/2018,1748,WED,WOLFSNARE RD,Yes,2.0,222.0,2,"FIRST COLONIAL RD
VIRGINIA BEACH, VA
"
2018000176.0,01/02/2018,1412,TUE,FIRST COURT RD,Yes,3.0,329.0,2,"1799 PLEASURE HOUSE RD
VIRGINIA BEACH, VA
(36.897746, -76.138143)"
2018001579.0,01/16/2018,1211,TUE,DIAMOND SPRINGS RD,Yes,3.0,326.0,2,"775 NEWTOWN RD
VIRGINIA BEACH, VA
(36.864059, -76.170915)"
2018001392.0,01/17/2018,2031,WED,BAKER RD,Yes,3.0,326.0,2,"NEWTOWN RD
VIRGINIA BEACH, VA
"
2018001799.0,01/18/2018,814,THU,LYNNHAVEN PW,Yes,4.0,424.0,2,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2018001810.0,01/18/2018,904,THU,ABORFIELD CT,500 Feet From,4.0,424.0,2,"1908 SOUTHAVEN DR
VIRGINIA BEACH, VA
(36.77813, -76.150616)"
2018001828.0,01/18/2018,1052,THU,SOUTH BL,Yes,4.0,427.0,1,"EDWIN DR
VIRGINIA BEACH, VA
"
2016036594.0,09/02/2016,1015,FRI,KENDALL ST,Yes,2.0,220.0,2,"2559 SHORE DR
VIRGINIA BEACH, VA
(36.915582, -76.056937)"
2018001814.0,01/18/2018,930,THU,1198 AUTUM HARVEST DR,Yes,4.0,425.0,2,"1298 INDIAN LAKES BL
VIRGINIA BEACH, VA
(36.800322, -76.161153)"
2018001812.0,01/18/2018,900,THU,PRINCESS ANNE RD,Yes,4.0,423.0,2,"PARLIAMENT DR
VIRGINIA BEACH, VA
"
2018001801.0,01/18/2018,820,THU,BOXFORD RD,Yes,4.0,425.0,2,"HALIFAX DR
VIRGINIA BEACH, VA
"
2018001803.0,01/18/2018,852,THU,LONDON BRIDGE RD,50 Feet From,1.0,124.0,2,"2100 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.768381, -76.012946)"
2016035777.0,08/27/2016,1915,SAT,1300 CENTER LN,Yes,4.0,422.0,2,"1386 FORDHAM DR
VIRGINIA BEACH, VA
(36.799519, -76.177326)"
2016034599.0,08/20/2016,1500,SAT,KEMPSVILLE RD,00.10 Miles From,4.0,421.0,2,"1898 CENTERVILLE TP
VIRGINIA BEACH, VA
(36.780902, -76.192336)"
2018001818.0,01/18/2018,950,THU,PARLIAMENT DR,Yes,4.0,423.0,2,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2016029733.0,07/19/2016,2030,TUE,CHERIE DR,Yes,1.0,127.0,2,"898 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.810751, -76.071902)"
2016027029.0,07/02/2016,1545,SAT,2800 SABRE ST,Yes,1.0,127.0,2,"675 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.822641, -76.067133)"
2018001809.0,01/18/2018,846,THU,PAGE AV,600 Feet From,2.0,220.0,1,"3200 SHORE DR
VIRGINIA BEACH, VA
(36.909146, -76.083196)"
2018001850.0,01/18/2018,1430,THU,PLAZA TL S,Yes,4.0,427.0,2,"HOLLAND RD
VIRGINIA BEACH, VA
"
2018001766.0,01/17/2018,1904,WED,CENTERVILLE TP,Yes,4.0,421.0,2,"KEMPSVILLE RD
VIRGINIA BEACH, VA
"
2018001819.0,01/18/2018,945,THU,HARPERS RD,800 Feet From,2.0,228.0,2,"OCEANA BLVD
VIRGINIA BEACH, VA
"
2016035631.0,08/27/2016,2025,SAT,25TH ST,Yes,2.0,227.0,2,"2499 ATLANTIC AV
VIRGINIA BEACH, VA
(36.853458, -75.976542)"
2018001806.0,01/18/2018,855,THU,BAYHEAD DRIVE,Yes,1.0,126.0,2,"HOLLAND ROAD
VIRGINIA BEACH, VA
"
2018001491.0,01/15/2018,1715,MON,,Feet From,2.0,224.0,2,"1700 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.842599, -76.02181)"
2016031165.0,07/28/2016,1904,THU,CENTRAL PARK AV,Yes,3.0,324.0,3,"4551 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843396, -76.133456)"
2018001807.0,01/18/2018,830,THU,500 LONDON BRIDGE RD,999 Feet From,1.0,127.0,2,"501 CENTRAL DR
VIRGINIA BEACH, VA
(36.824185, -76.052896)"
2018001451.0,01/15/2018,1120,MON,MAVERICK ST,10 Feet From,1.0,129.0,3,"200 PLAZA TR
VIRGINIA BEACH, VA
(36.834889, -76.088536)"
2018001057.0,01/12/2018,540,FRI,BONNEY RD,100 Feet From,3.0,324.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2018001779.0,01/17/2018,2250,WED,DUFFY DR,500 Feet From,4.0,426.0,2,"4416 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.80061, -76.130368)"
2016035401.0,08/25/2016,1400,THU,PLEASANT VALLEY RD,Yes,4.0,425.0,2,"4798 FERRELL PW
VIRGINIA BEACH, VA
(36.796812, -76.14384)"
2016032329.0,08/05/2016,1422,FRI,BAYBERRY ST,Yes,2.0,220.0,5,"2700 SHORE DR
VIRGINIA BEACH, VA
(36.914128, -76.061492)"
2016030370.0,07/23/2016,1719,SAT,BRATTEN AV,Yes,2.0,222.0,2,"2000 LASKIN RD
VIRGINIA BEACH, VA
(36.846835, -76.036026)"
2016036449.0,09/01/2016,1145,THU,LASKIN RD,Yes,2.0,222.0,2,"2099 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843949, -76.038618)"
2016034630.0,08/20/2016,1710,SAT,2301 RED TIDE RD,Yes,2.0,220.0,2,"2947 SHORE
VIRGINIA BEACH, VA
(36.91087, -76.073382)"
2016031223.0,07/29/2016,830,FRI,LASKIN RD,Yes,2.0,222.0,2,"700 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.850949, -76.022142)"
2016023593.0,06/11/2016,1900,SAT,WITCHDUCK RD N,Yes,3.0,328.0,2,"800 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.865766, -76.132154)"
2016026756.0,06/30/2016,2320,THU,4700 BAXTER RD,Yes,4.0,427.0,2,"300 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.831323, -76.137559)"
2018000220.0,01/02/2018,2043,TUE,264 NO,50 Feet From,4.0,423.0,1,"200 WITCHDUCK RD S
VIRGINIA BEACH, VA
(36.836532, -76.159549)"
2018001804.0,01/18/2018,820,THU,INDEPENDENCE BL S,200 Feet From,1.0,125.0,2,"3800 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.785669, -76.106823)"
2016030676.0,07/25/2016,1230,MON,PAVILION DR,Yes,2.0,225.0,2,"400 BIRD NECK RD N
VIRGINIA BEACH, VA
(36.844378, -75.995689)"
2016029854.0,07/20/2016,1658,WED,BONNEYDALE RD,Yes,4.0,422.0,2,"1298 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.800199, -76.173659)"
2018000324.0,01/03/2018,1847,WED,KEMPSRIVER DR,Yes,4.0,422.0,2,"KEMPSVILLE RD
VIRGINIA BEACH, VA
"
2018000728.0,01/09/2018,1445,TUE,LAKE JAMES DR,Yes,4.0,421.0,2,"INDIAN RIVER RD
VIRGINIA BEACH, VA
"
2018000308.0,01/03/2018,1630,WED,,Yes,4.0,425.0,2,"5000 FERRELL PW
VIRGINIA BEACH, VA
(36.795717, -76.164032)"
2016029564.0,07/18/2016,1658,MON,DAM NECK STATION RD,Yes,1.0,123.0,2,"1494 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.789529, -75.997245)"
2018000942.0,01/11/2018,1116,THU,264 NO,Yes,4.0,427.0,2,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2018000349.0,01/04/2018,104,THU,HARPERS RD,200 Feet From,2.0,228.0,0,"1198 OCEANA BL
VIRGINIA BEACH, VA
(36.802595, -76.004784)"
