,GPIN,Street Address,Zip Code,Neighborhood,Land Value,Improvement Value,Total Value,Land USE (Y/N),Sale Date,Sale Price,Document Number,Deed Book,Deed Page,Location 1
111108,14657657549730,1428 Becks Ct,23464-6400,Indian Lakes Condos,35000.0,$58600,93600.0,No,04/30/1986,52000.0,000000000000000,2497.0,1718.0,"1428 Becks Ct
Virginia Beach, VA 23464-6400
(36.793035, -76.161908)"
205657,24156212720000,1849 Pathfinder Dr,23454-5771,Upton Estates,96800.0,$132200,229000.0,No,06/14/2006,0.0,20060519000759590,,,"1849 Pathfinder Dr
Virginia Beach, VA 23454-5771
(36.777282, -75.995931)"
370328,14664361210000,5472 Chatham Lake Dr,23464-5423,Chatham Hall Phase 4-5-6,78000.0,$144600,222600.0,No,03/20/1998,108900.0,000000000000000,3848.0,581.0,"5472 Chatham Lake Dr
Virginia Beach, VA 23464-5423
(36.811133, -76.171274)"
109438,14758930665180,4337 Briarbush Ln,23453-1549,Princess Anne Gardens,37000.0,$53100,90100.0,No,02/22/1989,49900.0,000000000000000,2806.0,1449.0,"4337 Briarbush Ln
Virginia Beach, VA 23453-1549
(36.799541, -76.123977)"
96109,14960117470000,3240 Sugar Creek Dr,23452-4816,Lakes,56000.0,$94600,150600.0,No,02/21/2017,197000.0,20170222000148870,,,"3240 Sugar Creek Dr
Virginia Beach, VA 23452-4816
(36.805289, -76.084098)"
35437,14961744230000,441 Drake Ct,23452-6619,Princess Anne Plaza,72500.0,$120200,192700.0,No,06/08/1998,85579.0,000000000000000,3886.0,724.0,"441 Drake Ct
Virginia Beach, VA 23452-6619
(36.820621, -76.079463)"
87306,14751806680000,4717 Thresher Ct,23464-6310,Indian Lakes Sf (1),80000.0,$172500,252500.0,No,05/10/2005,0.0,200503280045189,,,"4717 Thresher Ct
Virginia Beach, VA 23464-6310
(36.798348, -76.149398)"
135953,24078562020000,221 Louisa Ave B,23454,Oceana Duplex,65700.0,$134700,200400.0,No,07/07/1999,0.0,000000000000000,4096,1965.0,"221 Louisa Ave B
Virginia Beach, VA 23454
(36.841093, -76.019467)"
288350,14853576360000,3965 Rica Dr,23453-1937,Green Run Th,40000.0,$94000,134000.0,No,08/09/2010,0.0,20100809000808870,,,"3965 Rica Dr
Virginia Beach, VA 23453-1937
(36.789389, -76.106737)"
118090,24178451504980,922 Rudee Ct,23451-4534,Shadow Ln Rudee Villas Condo,54300.0,$89600,143900.0,No,12/11/2003,82500.0,200311190192908,,,"922 Rudee Ct
Virginia Beach, VA 23451-4534
(36.837222, -75.986067)"
478413,24270324460000,627 Delaware Ave,23451-4622,Shadow Lawn Sf,241100.0,$287500,528600.0,No,06/23/2005,395000.0,200505190075847,,,"627 Delaware Ave
Virginia Beach, VA 23451-4622
(36.83516, -75.980219)"
236514,14856809650000,1325 Sierra Dr,23453-2217,Green Run Th,40000.0,$79700,119700.0,No,12/27/2013,0.0,20131230001473430,,,"1325 Sierra Dr
Virginia Beach, VA 23453-2217
(36.798075, -76.098028)"
440662,14661286470000,1160 Taylor Rd,23464-4083,Whitehurst Grove/Woods/Manor,85000.0,$138700,223700.0,No,04/25/2014,225000.0,20140425000361710,,,"1160 Taylor Rd
Virginia Beach, VA 23464-4083
(36.809877, -76.180442)"
245207,14857563400000,3508 Light Horse Loop,23453-2251,Buckner Farms,103000.0,$178800,281800.0,No,05/11/1999,0.0,000000000000000,4045,1843.0,"3508 Light Horse Loop
Virginia Beach, VA 23453-2251
(36.787645, -76.093135)"
419905,14771744640000,517 Aragona Blvd,23462-2101,Aragona Village,75900.0,$108200,184100.0,No,06/20/2016,192000.0,20160621000525560,,,"517 Aragona Blvd
Virginia Beach, VA 23462-2101
(36.849875, -76.146369)"
327153,24146202360000,2517 Locust Grove Ln,23456-6714,Red Mill/South Woods,126900.0,$229700,356600.0,No,03/23/1998,156500.0,000000000000000,3262.0,1768.0,"2517 Locust Grove Ln
Virginia Beach, VA 23456-6714
(36.749982, -75.997325)"
170229,14996368330000,2599 Landview Cir,23454-1226,Broad Bay Estates,252000.0,$342200,594200.0,No,11/19/1999,366000.0,000000000000000,4140,1499.0,"2599 Landview Cir
Virginia Beach, VA 23454-1226
(36.892772, -76.058989)"
94745,24046887650000,2126 Grey Fox Ln,23456-5228,Hunt Club Forest And West,120300.0,$194200,314500.0,No,05/14/1986,116525.0,000000000000000,2502.0,439.0,"2126 Grey Fox Ln
Virginia Beach, VA 23456-5228
(36.768159, -76.028212)"
404609,14786130590000,656 Whitechapel Dr,23455-6443,Pembroke Meadows,99200.0,$133100,232300.0,No,10/17/1988,87500.0,000000000000000,2777,555.0,"656 Whitechapel Dr
Virginia Beach, VA 23455-6443
(36.859306, -76.129872)"
79395,14765031050000,4600 Gilling Ct,23464-5829,Bellamy Manor East,153000.0,$184300,337300.0,No,03/30/1999,185000.0,000000000000000,4035.0,923.0,"4600 Gilling Ct
Virginia Beach, VA 23464-5829
(36.80219, -76.135298)"
76371,14545957480755,2165 Tarleton Oaks Dr,23464-1550,Tarleton Oaks Gables/Reserves,58000.0,$148300,206300.0,No,04/21/2004,0.0,200404210062895,,,"2165 Tarleton Oaks Dr
Virginia Beach, VA 23464-1550
(36.773214, -76.20169)"
283297,14549902090000,1924 Bethesda Ct,23464-8708,Alexandria,75000.0,$132900,207900.0,No,11/05/1986,90250.0,000000000000000,2567.0,255.0,"1924 Bethesda Ct
Virginia Beach, VA 23464-8708
(36.773261, -76.191974)"
91817,24132897370000,2753 Rex Ln,23456,Heritage Park,177000.0,$430900,607900.0,No,06/23/2014,0.0,20140623000561250,,,"2753 Rex Ln
Virginia Beach, VA 23456
(36.740601, -76.008122)"
443477,14744772750000,3704 Middlewood Ct,23456-7207,Bentley Gate,116000.0,$230600,346600.0,No,08/29/2005,424900.0,200507080104261,,,"3704 Middlewood Ct
Virginia Beach, VA 23456-7207
(36.766398, -76.137554)"
165267,14970243240000,389 Golden Maple Dr,23452-6783,Lynn Wds/Fst/Mdwglen,98000.0,$184200,282200.0,No,07/07/1999,165000.0,000000000000000,4096,954.0,"389 Golden Maple Dr
Virginia Beach, VA 23452-6783
(36.834777, -76.082282)"
471667,14758412604428,4428 Salem Springs Way,23456-1495,Southampton & Seasons At Salem,86100.0,$148500,234600.0,No,09/22/2017,0.0,20170922000815710,,,"4428 Salem Springs Way
Virginia Beach, VA 23456-1495
(36.785279, -76.125512)"
206133,14930768980000,2545 Pamlico Loop,23456-2462,Courthouse Estates Multi Neigh,120000.0,$233900,353900.0,No,05/23/2013,330000.0,20130523000598490,,,"2545 Pamlico Loop
Virginia Beach, VA 23456-2462
(36.739811, -76.084014)"
396955,14871943430000,624 Lynn Shores Dr,23452-2629,Thalia Waterfront,228000.0,$182500,410500.0,No,12/14/2001,0.0,000000000000000,4563,702.0,"624 Lynn Shores Dr
Virginia Beach, VA 23452-2629
(36.854062, -76.112927)"
157767,24155754290000,1104 Eaglewood Dr,23454-5621,Redwing Single Family,79000.0,$152400,231400.0,No,03/09/1998,85707.0,000000000000000,3841,819.0,"1104 Eaglewood Dr
Virginia Beach, VA 23454-5621
(36.7916, -75.997874)"
177876,14770024600000,4728 Woodglen Ct,23462-7284,Kempsville Lake,57000.0,$135300,192300.0,No,09/23/2003,126500.0,200307300117511,,,"4728 Woodglen Ct
Virginia Beach, VA 23462-7284
(36.830338, -76.151588)"
271523,14931954560017,3212 Dock Lndg,23456-2478,Courthouse Woods Condo,90500.0,$174500,265000.0,No,12/28/1998,0.0,000000000000000,4006.0,55.0,"3212 Dock Lndg
Virginia Beach, VA 23456-2478
(36.743215, -76.083413)"
396109,24046519190000,1704 Butterchurn Ct,23456-6018,Southgate,110000.0,$209700,319700.0,No,02/22/2007,350000.0,20070206000171330,,,"1704 Butterchurn Ct
Virginia Beach, VA 23456-6018
(36.760743, -76.031078)"
35873,14866923050000,401 Loyalist Ct,23452-3207,Windsor Woods,80400.0,$123400,203800.0,No,07/25/1968,20500.0,000000000000000,1068.0,47.0,"401 Loyalist Ct
Virginia Beach, VA 23452-3207
(36.826264, -76.097077)"
370682,14681178670000,5772 E Hastings Arch,23462-1507,Lake Edward,32200.0,$67700,99900.0,No,07/05/2012,55000.0,20120706000750230,,,"5772 E Hastings Arch
Virginia Beach, VA 23462-1507
(36.86249, -76.1793)"
256015,24156212720000,1849 Pathfinder Dr,23454-5771,Upton Estates,96800.0,$132200,229000.0,No,01/27/2011,169000.0,20110127000097160,,,"1849 Pathfinder Dr
Virginia Beach, VA 23454-5771
(36.777282, -75.995931)"
57842,14559852700000,1041 Wessex Ln,23464-6781,Lk James/Carriage Mill,93000.0,$209800,302800.0,No,11/29/2001,184900.0,000000000000000,4541.0,636.0,"1041 Wessex Ln
Virginia Beach, VA 23464-6781
(36.797909, -76.188839)"
123594,24270492078840,901 Leisure Sq 201,23451-4555,Shadow Lawn Southwinds,52800.0,$75100,127900.0,No,09/27/2013,99907.0,20130927001160130,,,"901 Leisure Sq 201
Virginia Beach, VA 23451-4555
(36.837462, -75.977846)"
458686,14870597600000,3964 Seeman Rd,23452-2459,Thalia Wayside Townhms,57000.0,$128300,185300.0,No,07/23/2012,184000.0,20120723000814760,,,"3964 Seeman Rd
Virginia Beach, VA 23452-2459
(36.844019, -76.114364)"
6346,14874283280000,129 Presidential Blvd,23452-3359,Windsor Forest,110400.0,$206300,316700.0,No,10/02/2006,0.0,20060823001282110,,,"129 Presidential Blvd
Virginia Beach, VA 23452-3359
(36.834684, -76.101137)"
322827,24177815930000,520 Barberton Dr,23451-6313,S Va Beach-S Woodland,136500.0,$161600,298100.0,No,10/06/2000,152000.0,000000000000000,4284.0,177.0,"520 Barberton Dr
Virginia Beach, VA 23451-6313
(36.849525, -75.99063)"
40049,14875221850000,3708 Bentley Gate Way,23452-3356,Windsor Forest,110400.0,$181500,291900.0,No,11/30/2000,168060.0,000000000000000,4315.0,1118.0,"3708 Bentley Gate Way
Virginia Beach, VA 23452-3356
(36.834055, -76.099827)"
247050,24270730526830,1734 Baltic Ave,23451-3451,S Va Beach Baltic Pl,99000.0,$111200,210200.0,No,04/26/2013,190800.0,20130426000479640,,,"1734 Baltic Ave
Virginia Beach, VA 23451-3451
(36.845268, -75.97945)"
420094,24085070910000,820 Mae Pl,23454-3809,Hilltop Manor,105000.0,$108000,213000.0,No,04/25/1995,88000.0,000000000000000,3491,1013.0,"820 Mae Pl
Virginia Beach, VA 23454-3809
(36.854425, -76.029402)"
426095,14863377239180,748 Harbor Springs Trl,23462-6953,Chimney Hill Condo,43000.0,$66600,109600.0,No,07/03/2002,71000.0,000000000000000,4706,1145.0,"748 Harbor Springs Trl
Virginia Beach, VA 23462-6953
(36.811226, -76.106348)"
122873,14669533040000,4929 Gulfstream Cir,23464-2906,Lark Downs,100100.0,$117600,217700.0,No,01/26/1999,108000.0,000000000000000,4000.0,502.0,"4929 Gulfstream Cir
Virginia Beach, VA 23464-2906
(36.816804, -76.154958)"
136818,14566599480000,716 Woodstock Rd,23464-2121,Woodstock,139200.0,$151400,290600.0,No,10/29/2013,0.0,20131029001279710,,,"716 Woodstock Rd
Virginia Beach, VA 23464-2121
(36.819349, -76.197883)"
316759,24156324960000,1125 Crossway Rd,23454-5740,Upton Estates,96800.0,$196600,293400.0,No,09/24/1993,118000.0,000000000000000,3274.0,2017.0,"1125 Crossway Rd
Virginia Beach, VA 23454-5740
(36.780895, -75.995492)"
293535,24050036140000,1945 Killey St,23453-3652,Lake Placid,85000.0,$183700,268700.0,No,07/13/2005,0.0,200506270097222,,,"1945 Killey St
Virginia Beach, VA 23453-3652
(36.774215, -76.050233)"
348473,14558482580000,5784 Albright Dr,23464-6526,Brandon Semi-D,66000.0,$124900,190900.0,No,12/27/2012,0.0,20121228001474410,,,"5784 Albright Dr
Virginia Beach, VA 23464-6526
(36.787033, -76.191154)"
263465,24326431580006,3665 Sandpiper Rd 6,23456,Outdoor Resorts,112400.0,$9600,122000.0,No,06/17/2014,146500.0,20140617000541770,,,"3665 Sandpiper Rd 6
Virginia Beach, VA 23456
(36.70468, -75.929738)"
372686,14977711785710,505 Hidden Way 103,23454-3299,Hidden Shores Condo,70000.0,$141000,211000.0,No,12/13/2012,0.0,20121213001424530,,,"505 Hidden Way 103
Virginia Beach, VA 23454-3299
(36.847138, -76.059013)"
383798,24087546990000,1769 Templeton Ln,23454-3061,Brighton On The Bay,356300.0,$352700,709000.0,No,03/09/1998,356000.0,000000000000000,3839.0,1070.0,"1769 Templeton Ln
Virginia Beach, VA 23454-3061
(36.870183, -76.022708)"
299594,14782387950000,4817 Overman Ave,23455-5858,Aragona Village,75900.0,$99800,175700.0,No,02/23/2006,210000.0,20060202000187840,,,"4817 Overman Ave
Virginia Beach, VA 23455-5858
(36.867193, -76.141259)"
333986,24094197280000,1529 Stephens Rd,23454-1539,Alanton,258000.0,$172200,430200.0,No,01/17/2017,0.0,20170117000040540,,,"1529 Stephens Rd
Virginia Beach, VA 23454-1539
(36.886808, -76.0306)"
461204,14699707775148,5148 Walkers Grant Ln,23455-2560,Staplesmill Chase,48700.0,$95400,144100.0,No,05/09/2017,140000.0,20170510000387960,,,"5148 Walkers Grant Ln
Virginia Beach, VA 23455-2560
(36.905491, -76.153027)"
350433,14973726400000,2908 Venus St,23452-7132,Eastern Park,97000.0,$76600,173600.0,No,01/22/2007,0.0,20060508000696000,,,"2908 Venus St
Virginia Beach, VA 23452-7132
(36.848385, -76.072268)"
136154,14861220370093,832 Willberry Dr,23462-5297,Towne Sq Detached - Park Place,85000.0,$155300,240300.0,No,07/07/2005,0.0,200506150089977,,,"832 Willberry Dr
Virginia Beach, VA 23462-5297
(36.806376, -76.114466)"
121960,14763003820000,1116 Glenside Dr,23464-5804,Bellamy Manor Sec C,145300.0,$220300,365600.0,No,04/15/1992,129000.0,000000000000000,3077.0,1309.0,"1116 Glenside Dr
Virginia Beach, VA 23464-5804
(36.802858, -76.142827)"
289579,25104183400000,215 87th St,23451-1823,North Va Beach,442500.0,$443200,885700.0,No,07/27/2000,0.0,000000000000000,4259.0,1210.0,"215 87th St
Virginia Beach, VA 23451-1823
(36.911806, -75.996098)"
147028,14750636871441,1441 Willow Pointe Ct,23464-6486,Indian Lakes Condos,35000.0,$79800,114800.0,No,04/04/2016,97000.0,20160404000273490,,,"1441 Willow Pointe Ct
Virginia Beach, VA 23464-6486
(36.79294, -76.151316)"
225097,14878620740000,3344 Alcott Rd,23452-5669,Kings Point,95400.0,$183300,278700.0,No,12/12/2013,220000.0,20131212001427880,,,"3344 Alcott Rd
Virginia Beach, VA 23452-5669
(36.84455, -76.089223)"
269261,14786224870000,804 St Denis Ct,23455-6212,Pembroke Th,52000.0,$95300,147300.0,No,11/19/2008,0.0,20081119001330520,,,"804 St Denis Ct
Virginia Beach, VA 23455-6212
(36.86319, -76.129909)"
233510,14876884120000,625 Virginius Dr,23452-4417,Malibu Kings Forest,105000.0,$176800,281800.0,No,05/28/2013,280000.0,20130529000613290,,,"625 Virginius Dr
Virginia Beach, VA 23452-4417
(36.851452, -76.093855)"
124049,14760063620000,1208 Orkney Dr,23464-5724,Bellamy Manor Sec C,147800.0,$62100,209900.0,No,07/26/2010,0.0,20100726000743270,,,"1208 Orkney Dr
Virginia Beach, VA 23464-5724
(36.803085, -76.151217)"
458503,14978263370000,2460 Elon Dr,23454-4337,Cheltenham Square,91000.0,$176100,267100.0,No,04/30/1984,84500.0,000000000000000,2329,908.0,"2460 Elon Dr
Virginia Beach, VA 23454-4337
(36.833728, -76.054131)"
472840,14868422080000,3374 Woodburne Dr,23452-5242,Lakes,57000.0,$110300,167300.0,No,10/12/2017,194900.0,20171012000878540,,,"3374 Woodburne Dr
Virginia Beach, VA 23452-5242
(36.812263, -76.090629)"
131713,14762433850000,4735 Sussex Rd,23464-3049,Fox Run,100000.0,$149600,249600.0,No,02/27/2004,190000.0,200401220012193,,,"4735 Sussex Rd
Virginia Beach, VA 23464-3049
(36.813933, -76.144441)"
9531,24177974124900,660 Seawatch Cv,23451-4077,S Va Beach Captains,64000.0,$113100,177100.0,No,06/05/2001,67218.0,000000000000000,4398.0,1617.0,"660 Seawatch Cv
Virginia Beach, VA 23451-4077
(36.851881, -75.988487)"
104010,14674688900000,267 Toy Ave,23462-1721,Boulevard Manor,66000.0,$78000,144000.0,No,02/22/2012,0.0,,2644.0,406.0,"267 Toy Ave
Virginia Beach, VA 23462-1721
(36.848412, -76.168833)"
376678,14682475660000,5507 Old Guard Cres,23462-7318,Campus East Townhomes,45800.0,$86500,132300.0,No,04/16/1996,0.0,000000000000000,3606.0,285.0,"5507 Old Guard Cres
Virginia Beach, VA 23462-7318
(36.870185, -76.175776)"
175339,14762021740000,1133 Homestead Dr,23464-5705,Bellamy Manor Sec C,147800.0,$442300,590100.0,No,03/10/2005,256000.0,200502020018291,,,"1133 Homestead Dr
Virginia Beach, VA 23464-5705
(36.802053, -76.145033)"
325752,14588731010000,5928 Tajo Ave,23455,L & J Gardens,89300.0,$210900,300200.0,No,02/16/2011,299900.0,20110216000165910,,,"5928 Tajo Ave
Virginia Beach, VA 23455
(36.877068, -76.190533)"
187088,14851840740000,3820 Betsy Cres,23453-1610,Green Run Sf,75000.0,$162100,237100.0,No,11/02/1998,100000.0,000000000000000,3951,268.0,"3820 Betsy Cres
Virginia Beach, VA 23453-1610
(36.79562, -76.114196)"
413179,14553991480000,6048 Clear Springs Rd,23464-4638,Level Green Site 1 & 2 Sf,81000.0,$114900,195900.0,No,05/15/1974,43540.0,000000000000000,1420,357.0,"6048 Clear Springs Rd
Virginia Beach, VA 23464-4638
(36.800619, -76.208109)"
224217,14872659870000,3848 Anson Ln,23452-2532,Birchwood Birchwood Gardens,90000.0,$125100,215100.0,No,07/30/1968,14875.0,000000000000000,1068,586.0,"3848 Anson Ln
Virginia Beach, VA 23452-2532
(36.847376, -76.108665)"
79855,14667305890000,5133 Providence Rd,23464-5520,Bellamy Manor-N,94000.0,$61000,155000.0,No,03/01/2010,0.0,20100301000193080,,,"5133 Providence Rd
Virginia Beach, VA 23464-5520
(36.812309, -76.16258)"
157704,14768279020139,4456 Barkingdale Dr,23462,Lexington/Bluegrass Park,68000.0,$176000,244000.0,No,07/10/2006,0.0,20060710001040820,,,"4456 Barkingdale Dr
Virginia Beach, VA 23462
(36.80975, -76.123452)"
9596,14876296740000,181 Paladin Dr,23452-4347,Princess Anne Plaza,72500.0,$68700,141200.0,No,03/28/2017,0.0,20170328000252980,,,"181 Paladin Dr
Virginia Beach, VA 23452-4347
(36.835572, -76.093863)"
323489,24332636660000,2721 Bluebill Dr,23456-4526,Sandbridge,313000.0,$205900,518900.0,No,09/30/2002,0.0,200207243006378,,,"2721 Bluebill Dr
Virginia Beach, VA 23456-4526
(36.733579, -75.942122)"
271186,24147837230000,956 Culver Ln,23454-6774,Ocean Lakes,99600.0,$110600,210200.0,No,07/12/2005,214900.0,200506230095328,,,"956 Culver Ln
Virginia Beach, VA 23454-6774
(36.767372, -75.992881)"
182125,14971265120000,3001 Hornbeam Ct,23452-6785,Lynn Wds/Fst/Mdwglen,98000.0,$206300,304300.0,No,05/30/2007,355000.0,20070501000595710,,,"3001 Hornbeam Ct
Virginia Beach, VA 23452-6785
(36.8348, -76.078697)"
305050,14684355650018,840 Gem Ct,23462,Newsome Farm/Diamond Commons,73500.0,$146100,219600.0,No,06/17/2008,267900.0,20080617000719080,,,"840 Gem Ct
Virginia Beach, VA 23462
(36.867621, -76.169652)"
179133,14887844310000,1360 Sycamore Rd,23452-6025,Little Neck Waterfront,445500.0,$299500,745000.0,No,11/08/2002,610000.0,200210033043478,,,"1360 Sycamore Rd
Virginia Beach, VA 23452-6025
(36.879009, -76.091381)"
99490,14780225090000,5029 Sullivan Blvd,23455-5224,Aragona Village,75900.0,$103300,179200.0,No,09/27/2004,140000.0,200408250135727,,,"5029 Sullivan Blvd
Virginia Beach, VA 23455-5224
(36.864201, -76.150489)"
284134,14559406480000,1718 Pompey St,23464-6514,Brandon Semi-D,66000.0,$85300,151300.0,No,10/03/1990,70900.0,000000000000000,2943.0,521.0,"1718 Pompey St
Virginia Beach, VA 23464-6514
(36.788364, -76.191181)"
151745,14965217030000,904 Boughton Way,23453-3212,Magic Hollow,69700.0,$135300,205000.0,No,02/20/1979,46000.0,000000000000000,1873,581.0,"904 Boughton Way
Virginia Beach, VA 23453-3212
(36.807891, -76.067354)"
360728,14992971620000,2201 Ebb Tide Rd,23451-1501,Lynnhaven Colony,204000.0,$134000,338000.0,No,04/16/1986,0.0,000000000000000,2494.0,660.0,"2201 Ebb Tide Rd
Virginia Beach, VA 23451-1501
(36.907807, -76.0718)"
224604,24144083530000,1948 Champion Cir,23456,Heritage Park,177000.0,$352200,529200.0,No,05/27/2009,497000.0,20090527000585720,,,"1948 Champion Cir
Virginia Beach, VA 23456
(36.745043, -76.001809)"
125976,14955962180330,1364 London Bridge Rd 101,23453,Industrial Condo,46000.0,$112500,158500.0,No,01/15/1998,80000.0,000000000000000,3807.0,1821.0,"1364 London Bridge Rd 101
Virginia Beach, VA 23453
(36.798187, -76.066275)"
19691,24172691700000,,,Mini Storages,27400.0,$0,27400.0,No,01/05/1987,5000.0,000000000000000,2502.0,1936.0,"Virginia Beach, VA
(36.845117, -75.975518)"
79364,14677763540000,5226 Richard Rd,23462-1878,Northridge,35900.0,$86000,121900.0,No,07/25/1994,10.0,000000000000000,3416.0,1193.0,"5226 Richard Rd
Virginia Beach, VA 23462-1878
(36.849501, -76.159744)"
319164,14665736840000,509 N Claypool Ct,23464-2503,Fairfield,124000.0,$160700,284700.0,No,05/17/2007,356000.0,20070424000547100,,,"509 N Claypool Ct
Virginia Beach, VA 23464-2503
(36.823497, -76.167967)"
6560,14862380270000,828 Crashaw St,23462-6915,Chimney Hill,66000.0,$127200,193200.0,No,03/15/2017,141777.0,20170315000216710,,,"828 Crashaw St
Virginia Beach, VA 23462-6915
(36.809751, -76.1093)"
63241,14751556230000,1605 Bridle Creek Ct,23464-8525,Rosemont Forest,74000.0,$118200,192200.0,No,09/17/1998,92795.0,000000000000000,3926.0,20.0,"1605 Bridle Creek Ct
Virginia Beach, VA 23464-8525
(36.79002, -76.148118)"
236099,14878891160000,520 Shakespeare Dr,23452-5850,Kings Point East,97000.0,$163200,260200.0,No,04/21/1995,120000.0,000000000000000,3490,1819.0,"520 Shakespeare Dr
Virginia Beach, VA 23452-5850
(36.850563, -76.086798)"
412271,14879370250000,3320 Zurich Arch,23452-5509,Princess Anne Plaza Th/Sec 1,34000.0,$69600,103600.0,No,02/19/1999,48594.0,000000000000000,4018,401.0,"3320 Zurich Arch
Virginia Beach, VA 23452-5509
(36.836244, -76.084484)"
299917,14947756230000,2809 Christopher Farms Dr,23453-6682,Christopher Farms,148000.0,$258400,406400.0,No,05/17/2005,410400.0,200504040048719,,,"2809 Christopher Farms Dr
Virginia Beach, VA 23453-6682
(36.76627, -76.060042)"
361722,14894831413740,3740 Chesterfield Ave,23455,Ocean Park Condo,161900.0,$229500,391400.0,No,02/06/2017,469500.0,20170206000106290,,,"3740 Chesterfield Ave
Virginia Beach, VA 23455
(36.905408, -76.100684)"
139173,14657723805244,5244 Lake Victoria Arch,23464-6467,Indian Lakes Condos,35000.0,$79500,114500.0,No,11/13/1995,0.0,000000000000000,3558,904.0,"5244 Lake Victoria Arch
Virginia Beach, VA 23464-6467
(36.794675, -76.16254)"
147446,14661019240000,5516 Chandler Scott Ct,23464,Newlight (Newer Areas),100000.0,$222000,322000.0,No,09/25/2006,384250.0,20060802001176690,,,"5516 Chandler Scott Ct
Virginia Beach, VA 23464
(36.804951, -76.183454)"
286915,24144530940000,2520 Maymont Ct,23454-6513,Red Mill/Fox Chase,115000.0,$150900,265900.0,No,08/08/2013,267000.0,20130808000939790,,,"2520 Maymont Ct
Virginia Beach, VA 23454-6513
(36.757526, -76.00311)"
175213,24179975140000,2416 Baltic Ave,23451-3269,S Va Beach-S,230400.0,$100000,330400.0,No,10/29/1979,55000.0,000000000000000,1957,30.0,"2416 Baltic Ave
Virginia Beach, VA 23451-3269
(36.852215, -75.981358)"
201776,24085042750000,1836 Wolfsnare Rd,23454-3543,Gloucester Village,121000.0,$233000,354000.0,No,12/10/2007,0.0,20071211001637270,,,"1836 Wolfsnare Rd
Virginia Beach, VA 23454-3543
(36.854856, -76.030072)"
471417,14864191870000,1037 Tealwood Dr,23453-2147,Chimney Hill,66000.0,$140300,206300.0,No,09/18/2017,224900.0,20170918000797880,,,"1037 Tealwood Dr
Virginia Beach, VA 23453-2147
(36.804338, -76.102161)"
275833,14653708810000,5334 Canterford Ln,23464-6776,Carriage Mill Th,72000.0,$103800,175800.0,No,11/10/1987,85950.0,000000000000000,2784.0,76.0,"5334 Canterford Ln
Virginia Beach, VA 23464-6776
(36.796086, -76.177016)"
19306,14838536720000,3168 Indian River Rd,23456,Princess Anne,189600.0,$0,189600.0,No,05/19/1975,15000.0,000000000000000,1486.0,272.0,"3168 Indian River Rd
Virginia Beach, VA 23456
(36.731284, -76.093461)"
449112,15708141860000,4401 Ocean View Ave,23455-1526,Chesapeake Beach Duplex,313600.0,$157000,470600.0,No,07/18/2013,0.0,20130718000845060,,,"4401 Ocean View Ave
Virginia Beach, VA 23455-1526
(36.91461, -76.120486)"
208433,24154221161821,1821 Mizzen Ln,23454-5911,Gunn Hall Condo,52000.0,$134900,186900.0,No,11/10/2009,0.0,20091110001308430,,,"1821 Mizzen Ln
Virginia Beach, VA 23454-5911
(36.77716, -76.003303)"
28790,24074730130000,1997 Eastwood Villa Ln,23454,Apartments,1000.0,$0,1000.0,No,04/21/1999,0.0,000000000000000,99.0,1153.0,"1997 Eastwood Villa Ln
Virginia Beach, VA 23454
(36.846277, -76.034128)"
70652,14693571070000,5521 Aurora Dr,23455-3105,Diamond Spring / Grdnwood Park,89300.0,$61600,150900.0,No,07/07/2005,0.0,200506170091108,,,"5521 Aurora Dr
Virginia Beach, VA 23455-3105
(36.899254, -76.171621)"
356852,14937618512793,2793 Browning Dr,23456-2533,Browningstone,88400.0,$179300,267700.0,No,10/05/2004,0.0,200409070142023,,,"2793 Browning Dr
Virginia Beach, VA 23456-2533
(36.736811, -76.06531)"
61844,14568285860000,5708 Barco Dr,23464-3908,Avalon Hills,95000.0,$111800,206800.0,No,06/09/1976,44000.0,000000000000000,1572.0,231.0,"5708 Barco Dr
Virginia Beach, VA 23464-3908
(36.809607, -76.190799)"
329445,14859695140000,3509 Purebred Dr,23453-8532,Buckner Farms,103000.0,$178800,281800.0,No,10/10/2000,150300.0,000000000000000,4295.0,1366.0,"3509 Purebred Dr
Virginia Beach, VA 23453-8532
(36.791318, -76.0855)"
160805,14684271860000,721 Rocky Run Ct,23462,Bayside Place/Estates,93000.0,$185700,278700.0,No,10/18/2004,275900.0,200410040157603,,,"721 Rocky Run Ct
Virginia Beach, VA 23462
(36.862983, -76.168887)"
411486,14990872050000,3107 Basin Ct,23451-1100,Lynnhaven Colony,350000.0,$133400,483400.0,No,02/02/2005,0.0,200501100004761,,,"3107 Basin Ct
Virginia Beach, VA 23451-1100
(36.905771, -76.079034)"
80837,14758513220000,2100 Lynnhaven Pkwy 101,23456,Offices- Income,1592700.0,$4900700,6493400.0,No,01/11/1977,0.0,000000000000000,1629.0,289.0,"2100 Lynnhaven Pkwy 101
Virginia Beach, VA 23456
(36.789192, -76.125743)"
102105,14655233940000,5305 Doon St,23464-8123,Brigadoon/Country Haven,88000.0,$174900,262900.0,No,06/22/2005,0.0,200505190075081,,,"5305 Doon St
Virginia Beach, VA 23464-8123
(36.781249, -76.169201)"
25388,14962553810000,3008 Coach House Ln,23452-6524,Princess Anne Plaza,72500.0,$92200,164700.0,No,07/11/2005,176000.0,200506220094198,,,"3008 Coach House Ln
Virginia Beach, VA 23452-6524
(36.814748, -76.075364)"
